"","guide_title","guide_no","page_no","country","state","category","authors","date_created","year_publisehd","language","Category","Countries"
"614","Loreto -- Cordillera Escalera Common Plants",571,8,"Peru","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","David Neill,  Corine Vriesendorp,  Marcos Ríos,  Tony Mori,  Luis Torres,  Giussepe Gagliardi,  Alvaro Del Campo","June, 2014",2014,"English","Plants","Peru"
"615","Loreto -- Shawi Medicinal Plants",543,10,"Peru","","Plants, Useful plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Robin Foster, Tyana Wachter, Mario Pariona, Juliana Philipp","December, 2013",2013,"English","Plants","Peru"
"616","Orchids of Amarakaeri ",542,2,"Peru","","Plants, Terrestrial herbs, Climbers, Epiphytes","Alexander Damian Parizaca, Magdalena Pavlich Herrera","December, 2013",2013,"English","Plants","Peru"
"617","South America -- Species of the Tetramerium Lineage (Acanthaceae)",509,4,"Colombia, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador, Venezuela","","Plants, Terrestrial herbs, Climbers, Epiphytes","Ana Luiza Andrade Côrtes","April, 2013",2013,"English","Plants","Peru"
"618","Loreto - Eré-Campuya Medicinal Plants",508,6,"Peru","","Plants, Useful plants","María Elvira Molano, Mario Pariona","January, 2017",2017,"English","Plants","Peru"
"619","Loreto - Plants of Ere, Campuya and Algodón rivers",504,7,"Peru","Putumayo","Plants","Luis Alberto Torres-Montenegro, Marcos Antonio Ríos-Paredes","June, 2017",2017,"English","Plants","Peru"
"620","Cusco-Apurimac -- Limatambo, Cunyac, Curahuasi",469,8,"Peru","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Isau Huamantupa,  Z. Magaly Cuba","April, 2013",2013,"English","Plants","Peru"
"621","San Martín -- Alto Mayo Gesneriaceae",468,4,"Peru","","Plants, Terrestrial herbs, Climbers, Epiphytes","Laura Clavijo,  John L. Clark","April, 2013",2013,"English","Plants","Peru"
"622","Tropical America -- Podostemaceae: Castelnavia, Ceratolacis, Cipoia",465,2,"Mexico, Belize, El Salvador, Honduras, Guatemala, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Terrestrial herbs, Aquatic plants","Claudia Petean Bove,  C. Thomas Philbrick","February, 2013",2013,"English","Plants","Peru"
"623","Madre de Dios -- Los Amigos Bamboo",415,4,"Peru","","Plants, Terrestrial herbs","Jean Olivier","",2008,"English","Plants","Peru"
"624","Ayacucho -- Laguna de Parinacochas  Plants",405,8,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs","José E. Roque, E. Karina Ramirez","",2007,"English","Plants","Peru"
"625","Ucayali - Common and Useful woody species from Ucayali Region",359,20,"Peru","","Plants","Jiří Lipenský, Ludvík Bortl","October, 2016",2016,"English","Plants","Peru"
"626","Loreto -- Yaguas River Timber Trees",296,4,"Peru","","Plants, Trees","Robin B. Foster, Eurídice Honorio, Nállarett Dávila","",2010,"English","Plants","Peru"
"627","Loreto -- Palms of the Yaguas River",295,4,"Peru","","Plants, Shrubs and treelets, Trees","Isaú Humantupa, Robin B. Foster","",2010,"English","Plants","Peru"
"628","Southeast Peru -- Vochysiaceae",280,2,"Peru","","Shrubs and treelets, Trees, Plants, Plants","Isau Huamantupa, Robin B. Foster","",2010,"English","Plants","Peru"
"629","Loreto -- Jenaro Herrera 40 Common Trees",245,2,"Peru","","Shrubs and treelets, Trees, Plants, Plants","Nállarett Dávila, Eurídice Honorio","",2009,"English","Plants","Peru"
"630","Madre de Dios -- Manu, Cocha Cashu Seedlings",243,14,"Peru","","Plants, Climbers, Seedlings, Shrubs and treelets, Terrestrial herbs, Trees","Patricia Alvarez Loayza, C.E. Timothy Paine","May, 2015",2015,"English","Plants","Peru"
"631","Madre de Dios -- Manu, Cocha Cashu Seeds",242,20,"Peru","","Plants, Climbers, Seeds, Shrubs and treelets, Terrestrial herbs, Trees","Patricia Alvarez Loayza,  C.E. Timothy Paine","August, 2014",2014,"English","Plants","Peru"
"632","Madre de Dios -- Manu, Cocha Cashu Fruits",241,22,"Peru","","Plants, Climbers, Fruits, Shrubs and treelets, Terrestrial herbs, Trees","Patricia Alvarez Loayza,  C.E. Timothy Paine","May, 2013",2013,"English","Plants","Peru"
"633","Cusco -- Machu Picchu Ericaceae",238,4,"Peru","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","James L. Luteyn, Paola Pedraza-Peñalosa","",2007,"English","Plants","Peru"
"634","Cusco -- Cosñipata-Trocha Unión Tree Ferns",182,2,"Peru","","Epiphytes, Terrestrial herbs, Plants, Plants","Karina Garcia, William Farfán, Norma Salinas R., Blanca León","",2005,"English","Plants","Peru"
"635","Cusco -- Orchids of Machu Picchu",181,2,"Peru","","Plants, Climbers, Epiphytes, Terrestrial herbs","Norma Salinas R., William Nauray H.","",2005,"English","Plants","Peru"
"636","Loreto -- Allpahauyo-Mishana Burseraceae",176,11,"Peru","","Shrubs and treelets, Trees, Plants, Plants","Paul Fine","",2005,"English","Plants","Peru"
"637","Heliconias of Peru - common species",174,4,"Peru","","Plants, Terrestrial herbs","W. John Kress, Robin B. Foster, Karla M. Meza V.","",2005,"English","Plants","Peru"
"638","San Martín, Loreto -- Cordillera Azul, Common Plants of Chambirillo",164,14,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Noe Ushinahua P., Bildoso Sangama G., Robin B. Foster","",2004,"English","Plants","Peru"
"639","San Martín, Loreto -- Cordillera Azul, Conspicuous Plants of Chambirillo",163,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Noe Ushinahua P., Bildoso Sangama G., Robin B. Foster","",2004,"English","Plants","Peru"
"640","Loreto -- Río Yavarí Conspicuous Plants",162,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Hamilton Beltrán, Corine Vriesendorp, Roosevelt García, Nigel Pitman","",2003,"English","Plants","Peru"
"641","Loreto -- Río Yavarí Palms",161,4,"Peru","","Shrubs and treelets, Trees, Plants, Plants","Robin B. Foster, Hamilton Beltrán, Corine Vriesendorp, Roosevelt García, Nigel Pitman","",2003,"English","Plants","Peru"
"642","Arequipa -- Valle del Cotahuasi Common Plants",160,8,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Maritza Rodriguez Diaz","",2013,"English","Plants","Peru"
"643","Loreto -- Río Nanay Common Plants",129,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Rodolfo Vásquez, Italo Mesones, Paul Fine, Heike Betz, Mary Giblin","",2002,"English","Plants","Peru"
"644","Loreto -- Climbers, Herbs & Epiphytes of Allpahauyo-Mishana",128,12,"Peru","","Plants, Climbers, Epiphytes, Terrestrial herbs","Robin B. Foster, Rodolfo Vásquez, Italo Mesones, Paul Fine, Heike Betz, Mary Giblin","",2002,"English","Plants","Peru"
"645","Common Plants of the Western Slopes",124,4,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Hamilton Beltrán, Mário Benavente","",2002,"English","Plants","Peru"
"646","Medicinal Plants of Peru",123,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees, Useful plants","Hamilton Beltrán, Mário Benavente","",2002,"English","Plants","Peru"
"647","Loreto -- Allpahauyo-Mishana Trees & Shrubs",120,10,"Peru","","Shrubs and treelets, Trees, Plants, Plants","Robin B. Foster, Rodolfo Vásquez, Paul Fine, Italo Mesones, Heike Betz, Mary Giblin","",2003,"English","Plants","Peru"
"648","Loreto -- Palms of Allpahauyo-Mishana",119,2,"Peru","","Shrubs and treelets, Trees, Plants, Plants","Robin B. Foster, Italo Mesones, Heike Betz, Mary Giblin, Margaret R. Metz","",2002,"English","Plants","Peru"
"649","Loreto -- Conspicuous Plants of Allpahauyo-Mishana",118,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Italo Mesones, Heike Betz, Mary Giblin","",2002,"English","Plants","Peru"
"650","San Martín, Loreto -- Cordillera Azul Rare Plants & Landscapes",117,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Hamilton Beltrán, Bil Alverson","",2001,"English","Plants","Peru"
"651","San Martín, Loreto -- Cordillera Azul Herbs",107,10,"Peru","","Plants, Shrubs and treelets, Terrestrial herbs","Robin B. Foster, Hamilton Beltrán, Bil Alverson","",2002,"English","Plants","Peru"
"652","San Martín, Loreto -- Cordillera Azul Climbers & Epiphytes",106,10,"Peru","","Plants, Climbers, Epiphytes","Robin B. Foster, Hamilton Beltrán, Bil Alverson","",2001,"English","Plants","Peru"
"653","Cusco -- Cosñipata San Pedro More Plants",105,12,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Heike Betz","",2001,"English","Plants","Peru"
"654","Cusco -- Cosñipata Conspicuous Plants of San Pedro",104,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Heike Betz","",2001,"English","Plants","Peru"
"655","Cusco -- Cosñipata Pillahuata More Plants",103,4,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Asunción Cano, Heike Betz, Blanca León, Tyana Wachter","",2001,"English","Plants","Peru"
"656","Cusco -- Cosñipata Conspicuous Plants of Pillahuata",102,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Asunción Cano, Heike Betz, Blanca León, Tyana Wachter","",2001,"English","Plants","Peru"
"657","Cusco -- Cosñipata Acjanaco More Plants",101,4,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Asunción Cano, Heike Betz, Blanca León, Tyana Wachter","",2001,"English","Plants","Peru"
"658","Cusco -- Cosñipata, Conspicuous Plants of Acjanaco",100,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Asunción Cano, Heike Betz, Blanca León, Tyana Wachter","",2003,"English","Plants","Peru"
"659","Cusco -- Machu Picchu Conspicuous Plants",98,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Norma Salinas R, Robin B. Foster, Heike Betz, Hamilton Beltrán, Mary Giblin, Tyana Wachter","",2004,"English","Plants","Peru"
"660","Pasco -- Yanachaga, Sta. Barbara Common Plants",97,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Barbara D'Achille","",2001,"English","Plants","Peru"
"661","Pasco -- Yanachaga, Palcazu Common Plants",96,6,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Barbara D'Achille","",2001,"English","Plants","Peru"
"662","Pasco -- Yanachaga, Cerro Pajonal Common Plants",95,3,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz","",2001,"English","Plants","Peru"
"663","Pasco -- Yanachaga, Plants of the  Estación Biológica Huampal",94,10,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz","",2001,"English","Plants","Peru"
"664","Pasco -- Huancabamba Conspicuous Plants",93,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz","",2002,"English","Plants","Peru"
"665","Pasco -- Yanachaga, San Alberto More Plants",92,10,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz","",2002,"English","Plants","Peru"
"666","Pasco -- Yanachaga, San Alberto Conspicuous Plants",91,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Margaret R. Metz","",2002,"English","Plants","Peru"
"667","Madre de Dios -- Los Amigos Palms",83,2,"Peru","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Heike Betz, Hamilton Beltrán","",2001,"English","Plants","Peru"
"668","Madre de Dios -- Los Amigos Herbs",82,6,"Peru","","Plants, Terrestrial herbs","Hamilton Beltrán, Heike Betz, Robin B. Foster","",2001,"English","Plants","Peru"
"669","Madre de Dios -- Los Amigos Climbers & Epiphytes",81,8,"Peru","","Plants, Climbers, Epiphytes","Robin B. Foster, Heike Betz, Hamilton Beltrán","",2001,"English","Plants","Peru"
"670","Madre de Dios -- Los Amigos Trees & Shrubs",80,30,"Peru","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Heike Betz, Hamilton Beltrán","",2001,"English","Plants","Peru"
"671","Senecio of Peru - common species",79,2,"Peru","","Plants, Shrubs and treelets, Terrestrial herbs","Hamilton Beltrán","",2001,"English","Plants","Peru"
"672","San Martín, Loreto -- Cordillera Azul Palms",78,4,"Peru","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Hamilton Beltrán, Bil Alverson","",2001,"English","Plants","Peru"
"673","San Martín, Loreto -- Cordillera Azul Trees & Shrubs",77,42,"Peru","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Hamilton Beltrán, Bil Alverson","",2002,"English","Plants","Peru"
"674","Palmas [Palms] of Peru - common species",56,6,"Peru","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Heike Betz, Margaret R. Metz, Tyana Wachter, Mary Giblin","",2003,"English","Plants","Peru"
"675","Arequipa -- Valle del Colca Conspicuous Plants",55,2,"Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Barbara D'Achille, Heike Betz, Margaret R. Metz, Nancy Hensold","",2002,"English","Plants","Peru"
"676","Ficus [Figs] of Peru - common species",45,2,"Peru","","Plants, Shrubs and treelets, Trees","Gabriela Nuñez, Robin B. Foster","",2001,"English","Plants","Peru"
"677","Varzea [Floodplain] common plants",18,2,"Ecuador, Peru, Colombia, Brazil, Bolivia","","Plants, Other (Plants)","Robin B. Foster, Tyana Wachter, Margaret R. Metz","",1999,"English","Plants","Peru"
"678","Understory conspicuous plants",17,2,"Colombia, Ecuador, Peru, Brazil, Bolivia","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs","Robin B. Foster, Margaret R. Metz, Tyana Wachter","",1999,"English","Plants","Peru"
"679","Tropical America -- Common Genera of Pioneer Trees",16,2,"Mexico, Belize, Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Shrubs and treelets, Trees","Diana Alvira, Robin B. Foster, Margaret R. Metz","",1999,"English","Plants","Peru"
"680","Loreto - Fauna registered by camera traps of the Pucacuro National Reserve",1123,3,"Peru","Loreto","Animals, Birds, Mammals","Rodrigo H. Falcón Ayapi, Maicon D. Hidalgo Vilchez, Cristian N. Gonzales Tanchiva, Claudia C. Ríos Rengifo, Manuel Pimentel Tello, Edson R. Del Aguilla Alván, Rosa V. Flores Del Aguila, Gisselly Rivas Jimenez, Carlos A. Dávila Zevallos","February, 2019",2019,"English","Birds","Peru"
"681","Apurímac - Aquatic birds of Lake Pacucha",1112,4,"Peru","Apurímac","Animals, Birds","Víctor J. Vargas G, Jaime Valenzuela T., Jan R. Baiker, Joel Ayala","February, 2019",2019,"English","Birds","Peru"
"682","Lima - Birds of the Universidad Agraria La Molina Campus",1100,3,"Peru","Lima","Animals, Birds","Julio Salvador, Shirley Freyre","February, 2019",2019,"English","Birds","Peru"
"683","Ayacucho - Birds of Valley of Vinchos",986,4,"Peru","Ayacucho","Animals, Birds","L. Yisela Quispe Flores","September, 2018",2018,"English","Birds","Peru"
"684","Central Andes - Birds of the Bofedales from Central Andes",967,3,"Peru","","Animals, Birds","Grace Servat, Renzo Alcocer, Melvi Larico, Magaly Olarte","December, 2018",2018,"English","Birds","Peru"
"685","Loreto - Birds of Vieja Cocha",864,7,"Peru","Loreto","Animals, Birds","Javier Arturo Ayapi Da Silva, Surecht Alberto Ruíz Ramos","February, 2017",2017,"English","Birds","Peru"
"686","Cajamarca - Hummingbirds",764,6,"Peru","","Animals, Birds","Manuel Roberto Roncal-Rabanal","October, 2016",2016,"English","Birds","Peru"
"687","Cajamarca - Birds from Chugur, Hualgayoc district",763,6,"Peru","","Birds","Manuel Roberto Roncal-Rabanal","November, 2016",2016,"English","Birds","Peru"
"688","Madre de Dios - Birds of the Amarakaeri Communal Reserve",760,4,"Peru","","Animals, Birds","Grace Servat, Joyce Vitorino, Roxana Cruz, Marconi Campos, Alejandro Portillo, Tremaine Gregory","May, 2016",2016,"English","Birds","Peru"
"689","Iquitos -- Aves of Boulevard - Malecón Tarapacá",696,10,"Peru","","Animals, Birds","Javier A. Ayapi Da Silva , Surecht A. Ruíz Ramos","August, 2015",2015,"English","Birds","Peru"
"690","San Martín -- Aves from Almendra, Mishquiyacu y Rumiyacu",695,8,"Peru","","Animals, Birds","Javier A. Ayapi Da Silva , Surecht A. Ruíz Ramos","August, 2015",2015,"English","Birds","Peru"
"691","Cusco -- Avian Nesting along an Altitudinal Gradient - Manu National Park",514,36,"Peru","","Animals, Birds","Gustavo Adolfo Londoño","July, 2014",2014,"English","Birds","Peru"
"692","Ant Birds of Peru and Bolivia",256,16,"Peru, Bolivia","","Animals, Birds","Joseph A. Tobias","",2009,"English","Birds","Peru"
"693","Madre de Dios -- Hummingbirds",230,10,"Peru","","Animals, Birds","Joseph A. Tobias, Philip Koch, Chris Merkord","",2008,"English","Birds","Peru"
"694","Ica -- Islas Ballestas Birds, Paracas Lizards",175,2,"Peru","","Animals, Birds, Reptiles","Alessandro Catenazzi","",2005,"English","Birds","Peru"
"695","Loreto - Fauna registered by camera traps of the Pucacuro National Reserve",1123,3,"Peru","Loreto","Animals, Birds, Mammals","Rodrigo H. Falcón Ayapi, Maicon D. Hidalgo Vilchez, Cristian N. Gonzales Tanchiva, Claudia C. Ríos Rengifo, Manuel Pimentel Tello, Edson R. Del Aguilla Alván, Rosa V. Flores Del Aguila, Gisselly Rivas Jimenez, Carlos A. Dávila Zevallos","February, 2019",2019,"English","Mammals","Peru"
"696","Madre De Dios - Mammals of Finca Las Piedras",1101,3,"Peru","Madre de Dios","Animals, Mammals","Barbara Hendus","February, 2019",2019,"English","Mammals","Peru"
